1.339700053603862528e+01,1.206507885249109258e+01,1.192441856152946578e+01,1.170683795927295279e+01,1.148210518611230846e+01,1.133030030675416455e+01,1.134863006450774847e+01,1.114989700058843702e+01,1.109846595746623521e+01,1.110606602946142019e+01,1.083539838356680285e+01,1.106091475111960953e+01,1.126679924819261380e+01,1.094798078270789610e+01,1.109930377191173534e+01
2.308864222848279013e+01,2.308864222848279013e+01,2.308864222848279013e+01,2.308864222848279013e+01,2.308864222848279013e+01,2.308864222848279013e+01,2.308864222848279013e+01,2.308864222848279013e+01,2.308864222848279013e+01,2.308864222848279013e+01,2.308864222848279013e+01,2.308864222848279013e+01,2.308864222848279013e+01,2.308864222848279013e+01,2.308864222848279013e+01
5.943329401475267559e+00,7.111995193964150808e+00,7.020485550794415275e+00,7.165013794411208004e+00,7.012661383061639775e+00,6.669862119295738800e+00,6.664500738944269642e+00,6.869287887180291818e+00,6.989087814561595557e+00,6.982345120056129950e+00,6.436214356947527193e+00,6.956254384279264791e+00,7.089076591918885839e+00,7.225486156299167462e+00,7.501140008130843917e+00
1.793730095037117778e+01,1.793730095037117778e+01,1.793730095037117778e+01,1.793730095037117778e+01,1.793730095037117778e+01,1.793730095037117778e+01,1.793730095037117778e+01,1.793730095037117778e+01,1.793730095037117778e+01,1.793730095037117778e+01,1.793730095037117778e+01,1.793730095037117778e+01,1.793730095037117778e+01,1.793730095037117778e+01,1.793730095037117778e+01
2.776888438428790096e+01,2.560732333261167426e+01,2.499759115791372821e+01,2.597754336666146457e+01,2.401810568209390340e+01,2.401177276133643801e+01,2.300924812389707341e+01,2.433728407414147199e+01,2.362978454868319034e+01,2.442102959076197166e+01,2.327541136574449609e+01,2.511780161866391126e+01,2.375487465038315804e+01,2.426497015383404587e+01,2.445237379398935929e+01
3.449397422529158774e+01,3.449397422529158774e+01,3.449397422529158774e+01,3.449397422529158774e+01,3.449397422529158774e+01,3.449397422529158774e+01,3.449397422529158774e+01,3.449397422529158774e+01,3.449397422529158774e+01,3.449397422529158774e+01,3.449397422529158774e+01,3.449397422529158774e+01,3.449397422529158774e+01,3.449397422529158774e+01,3.449397422529158774e+01
6.036090488491529626e+00,1.164848999919438732e+01,1.154044828712381410e+01,1.209514648126383207e+01,1.291510413747024799e+01,1.293366212639916135e+01,1.334421940092555481e+01,1.386871341620405573e+01,1.624898739723433039e+01,1.432307242943168468e+01,1.306751220410727932e+01,1.478512948570329044e+01,1.443859512819928881e+01,1.398921067827389919e+01,1.379166943955637770e+01
1.742295795250959500e+01,1.742295795250959500e+01,1.742295795250959500e+01,1.742295795250959500e+01,1.742295795250959500e+01,1.742295795250959500e+01,1.742295795250959500e+01,1.742295795250959500e+01,1.742295795250959500e+01,1.742295795250959500e+01,1.742295795250959500e+01,1.742295795250959500e+01,1.742295795250959500e+01,1.742295795250959500e+01,1.742295795250959500e+01
5.734063379205649902e+00,1.142029394908636419e+01,1.101144063190029065e+01,1.167836732931811028e+01,1.273228193164578137e+01,1.238545765565501178e+01,1.256074059753055039e+01,1.326744426739992022e+01,1.554502574460506459e+01,1.393393902940625395e+01,1.246191364252167055e+01,1.499229140180431941e+01,1.398159445321302030e+01,1.372974643953398832e+01,1.345184422029081439e+01
1.686620186316588743e+01,1.686620186316588743e+01,1.686620186316588743e+01,1.686620186316588743e+01,1.686620186316588743e+01,1.686620186316588743e+01,1.686620186316588743e+01,1.686620186316588743e+01,1.686620186316588743e+01,1.686620186316588743e+01,1.686620186316588743e+01,1.686620186316588743e+01,1.686620186316588743e+01,1.686620186316588743e+01,1.686620186316588743e+01
