6.556715509928412899e+00,7.524612257993869235e+00,8.131512618659838765e+00,7.408935520645167472e+00,7.900097317860766744e+00,7.150683130126027187e+00,7.434747141967090300e+00,7.450529439658945208e+00,7.898397797056547098e+00,8.939394660181507746e+00,1.037956351216960726e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.037683974781943164e+01,2.037683974781943164e+01,2.037683974781943164e+01,2.037683974781943164e+01,2.037683974781943164e+01,2.037683974781943164e+01,2.037683974781943164e+01,2.037683974781943164e+01,2.037683974781943164e+01,2.037683974781943164e+01,2.037683974781943164e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
5.732252597941112526e+00,6.863603894266778305e+00,7.376621319071412941e+00,6.534967717447644375e+00,7.189528235180107529e+00,6.213994040390206308e+00,6.501970876038065228e+00,6.513748261847402077e+00,6.982785379636692547e+00,8.180210546953498252e+00,9.636931298916382005e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.942251369150641338e+01,1.942251369150641338e+01,1.942251369150641338e+01,1.942251369150641338e+01,1.942251369150641338e+01,1.942251369150641338e+01,1.942251369150641338e+01,1.942251369150641338e+01,1.942251369150641338e+01,1.942251369150641338e+01,1.942251369150641338e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
7.787220903253950333e+00,8.743814716070410498e+00,8.807835861079938766e+00,7.733484367004177962e+00,8.521052596374556032e+00,7.508032209530726142e+00,7.586298691351780477e+00,7.592076080797546034e+00,8.170018101358294871e+00,9.394519778558120038e+00,1.077424777570088388e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.080574889362252833e+01,2.080574889362252833e+01,2.080574889362252833e+01,2.080574889362252833e+01,2.080574889362252833e+01,2.080574889362252833e+01,2.080574889362252833e+01,2.080574889362252833e+01,2.080574889362252833e+01,2.080574889362252833e+01,2.080574889362252833e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
4.570970058295027449e+00,6.796291928104736257e+00,7.576959840141566538e+00,6.951463632839731233e+00,6.073824895382410993e+00,6.018521395065871360e+00,5.479374148156117563e+00,6.118131416221243235e+00,6.847200724388243565e+00,8.779589305063495885e+00,1.110200029576192904e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.773029530998854852e+01,1.773029530998854852e+01,1.773029530998854852e+01,1.773029530998854852e+01,1.773029530998854852e+01,1.773029530998854852e+01,1.773029530998854852e+01,1.773029530998854852e+01,1.773029530998854852e+01,1.773029530998854852e+01,1.773029530998854852e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
4.103257531636349320e+00,6.277826794203903660e+00,6.958993718283656094e+00,6.341683487144345932e+00,5.611087231291090660e+00,5.278549674049715534e+00,4.795615792907979014e+00,5.412400219793565448e+00,6.159653509849564834e+00,8.166740490596541946e+00,1.033052938100131080e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.695194568514959599e+01,1.695194568514959599e+01,1.695194568514959599e+01,1.695194568514959599e+01,1.695194568514959599e+01,1.695194568514959599e+01,1.695194568514959599e+01,1.695194568514959599e+01,1.695194568514959599e+01,1.695194568514959599e+01,1.695194568514959599e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
